population_2019,STATEFP,COUNTYFP
2804.0,21,181
20911.0,21,185
16663.0,27,041
2612.0,27,051
10939.0,27,079
3995.0,21,187
6544.0,21,203
20551.0,21,209
48224.0,21,227
7605.0,21,003
8106.0,21,017
29690.0,21,029
3567.0,21,055
2441.0,21,075
6388.0,21,119
2651.0,21,165
11351.0,21,177
11226.0,21,193
2898.0,21,237
7622.0,21,051
10624.0,21,013
2616.0,21,057
14316.0,21,083
2839.0,21,129
4958.0,21,031
4885.0,21,061
7283.0,21,097
3318.0,21,023
17853.0,21,179
8231.0,21,231
7405.0,21,155
5892.0,21,221
46997.0,21,015
18821.0,21,113
11961.0,21,121
9721.0,21,133
3857.0,21,139
25702.0,21,195
16624.0,21,211
8694.0,21,005
7598.0,21,027
21076.0,21,073
6052.0,21,147
33359.0,21,151
4074.0,21,169
7028.0,21,213
14509.0,21,049
4644.0,21,219
4101.0,21,041
3985.0,21,053
3105.0,21,077
7459.0,22,083
1946.0,27,087
20242.0,27,025
6261.0,27,127
4087.0,27,173
9819.0,27,153
17372.0,27,007
26091.0,27,013
8253.0,27,055
3090.0,27,073
24687.0,27,111
7425.0,27,161
85807.0,27,137
128198.0,27,003
59479.0,27,145
161488.0,27,037
10018.0,27,083
3971.0,27,089
6085.0,27,129
94431.0,27,163
2691.0,27,031
5014.0,29,139
11530.0,29,207
9286.0,29,007
125201.0,29,077
4139.0,29,185
16031.0,29,029
84444.0,29,099
7371.0,29,143
4036.0,29,173
4903.0,30,017
3150.0,30,085
4535.0,30,083
3903.0,30,023
3166.0,30,087
3930.0,30,021
2364.0,30,007
2244.0,31,169
12712.0,31,001
2311.0,31,011
19749.0,22,099
17696.0,22,115
5483.0,22,127
164346.0,22,033
9158.0,22,085
7925.0,22,003
3832.0,22,065
11726.0,22,053
7719.0,22,093
6989.0,22,043
3869.0,22,125
169452.0,22,051
8166.0,1,099
12677.0,1,079
60237.0,1,081
11997.0,1,093
7637.0,1,107
5202.0,1,119
261231.0,1,073
5300.0,1,023
11048.0,1,059
7361.0,1,091
23262.0,1,113
10737.0,1,019
14852.0,1,039
4943.0,1,041
15910.0,1,047
38471.0,1,077
4251.0,1,085
7474.0,1,087
32143.0,1,083
79630.0,1,117
9592.0,1,133
80930.0,1,003
29708.0,1,051
20695.0,1,071
31395.0,1,121
5990.0,1,129
5198.0,1,027
45918.0,1,103
11601.0,1,109
21880.0,1,033
18806.0,1,045
5650.0,1,065
26040.0,1,049
13089.0,1,053
8702.0,1,111
156251.0,1,097
3070.0,1,105
5680.0,1,029
4553.0,1,035
9345.0,1,005
6891.0,1,007
44605.0,1,015
9090.0,1,025
6802.0,1,057
13520.0,22,011
5812.0,22,013
49377.0,22,015
2734.0,22,023
6959.0,22,037
15270.0,22,095
8919.0,22,075
56556.0,22,073
17613.0,22,117
30485.0,22,097
22236.0,22,001
19856.0,22,101
92962.0,22,103
7582.0,22,111
95864.0,22,017
43032.0,22,005
91543.0,22,055
26184.0,22,045
17712.0,22,061
3857.0,22,091
16551.0,22,119
10821.0,22,031
10903.0,22,047
48410.0,22,063
9732.0,22,067
153819.0,22,071
39972.0,22,109
77780.0,22,019
5917.0,22,027
15163.0,22,009
5971.0,22,049
8960.0,22,077
19212.0,22,089
36895.0,22,057
4814.0,22,059
15336.0,23,015
17236.0,23,027
7025.0,23,021
29516.0,23,003
13791.0,23,029
17020.0,23,013
15980.0,23,023
52105.0,23,011
11848.0,23,007
23661.0,23,009
239116.0,24,510
8574.0,24,039
93955.0,24,025
27399.0,24,001
2720.0,31,093
66260.0,31,153
2510.0,31,059
6600.0,31,159
3363.0,31,023
8979.0,31,067
2666.0,31,099
14205.0,31,119
3905.0,31,137
3708.0,31,179
3586.0,31,107
3373.0,31,121
2198.0,32,015
2018.0,32,017
182180.0,32,031
22755.0,32,510
58452.0,33,013
25052.0,33,001
48982.0,33,017
235362.0,34,025
53322.0,34,037
285908.0,34,013
104908.0,34,015
165429.0,34,031
339856.0,34,003
41587.0,34,041
166391.0,34,005
8904.0,35,029
12103.0,35,055
5853.0,35,007
3040.0,35,037
3986.0,28,103
10324.0,28,137
12488.0,28,107
5181.0,28,161
4577.0,19,189
5030.0,19,165
5353.0,19,007
6780.0,19,095
6280.0,19,145
8257.0,19,191
36799.0,19,155
15419.0,19,127
10954.0,19,015
7524.0,19,021
3810.0,19,089
4452.0,19,077
4174.0,19,091
6462.0,19,121
,72,061
,72,053
,72,007
,72,065
,72,133
,72,097
,72,119
,72,011
,72,033
,72,055
,72,087
,72,085
,72,145
2784.0,5,073
7485.0,5,107
7503.0,5,149
4419.0,5,011
8243.0,5,113
9658.0,5,103
5363.0,5,081
16426.0,5,091
29055.0,5,145
25660.0,6,033
26354.0,6,115
9280.0,6,035
189374.0,6,097
44829.0,6,025
577177.0,6,001
48705.0,6,055
74296.0,6,113
40855.0,6,057
34408.0,6,045
3316795.0,6,037
640215.0,6,085
19240.0,6,093
9945.0,6,015
8231.0,8,015
21498.0,8,045
232284.0,8,059
2301.0,8,103
3183.0,8,021
166450.0,8,001
18171.0,8,037
5366.0,8,081
89527.0,1,101
34883.0,1,095
20847.0,1,009
6630.0,1,067
148189.0,1,089
21397.0,1,001
16205.0,1,123
10383.0,1,061
3854.0,1,131
1187.0,2,016
4261.0,2,150
1795.0,2,188
20804.0,47,107
12324.0,47,117
12177.0,47,143
8664.0,47,151
30541.0,47,001
7443.0,47,049
19320.0,47,053
8891.0,47,069
20669.0,47,105
111676.0,47,149
7603.0,47,159
49664.0,47,189
7658.0,47,171
7566.0,35,027
23284.0,35,005
22523.0,35,025
61921.0,35,049
5555.0,35,051
4520.0,35,053
6814.0,35,041
77842.0,35,013
7931.0,35,028
12730.0,35,039
11609.0,35,047
27010.0,35,061
5644.0,35,057
267699.0,35,001
23634.0,35,035
8708.0,35,006
503829.0,36,005
185324.0,36,067
31301.0,36,019
13564.0,36,099
34854.0,36,079
24524.0,36,043
44787.0,36,069
39861.0,36,101
53075.0,36,013
958567.0,36,047
20030.0,36,107
16563.0,36,073
94406.0,36,091
24966.0,36,021
10247.0,36,049
349292.0,36,119
18968.0,36,025
19660.0,36,057
166246.0,36,085
41933.0,36,089
39618.0,36,109
28015.0,36,113
17745.0,36,023
108413.0,36,027
4030.0,56,031
13251.0,56,033
4475.0,56,003
2919.0,56,011
12160.0,56,029
15944.0,56,001
6204.0,56,007
5207.0,56,015
7597.0,56,041
3365.0,56,043
14907.0,56,013
3340.0,56,035
2891.0,56,045
,72,009
,72,077
,72,079
,72,001
,72,027
,72,103
,72,105
,72,013
,72,015
,72,115
,72,057
,72,063
,72,017
,72,153
,72,005
,72,023
,72,109
,72,149
,72,031
,72,035
,72,069
,72,101
,72,139
,72,091
,72,111
,72,117
,72,125
,72,131
301948.0,36,055
89729.0,36,065
69320.0,36,111
33989.0,36,015
24176.0,36,051
23409.0,36,077
17100.0,36,039
126540.0,36,001
17948.0,36,003
31779.0,36,009
25877.0,36,053
54302.0,36,093
23759.0,36,037
8919.0,36,123
7164.0,37,079
6344.0,37,121
6133.0,37,041
4920.0,37,005
32864.0,37,027
62319.0,37,035
35638.0,37,045
41226.0,37,049
21151.0,37,065
21400.0,37,077
45416.0,37,085
17799.0,37,093
49221.0,37,089
1947.0,37,095
66369.0,37,097
411097.0,37,119
8547.0,37,131
69799.0,37,147
52843.0,37,159
16875.0,37,181
12471.0,37,039
10522.0,37,053
76346.0,37,179
28753.0,37,193
37011.0,37,127
14169.0,37,003
15529.0,37,055
7786.0,37,185
32014.0,37,195
4638.0,37,073
3393.0,37,075
8403.0,37,115
5416.0,37,137
9071.0,37,149
56541.0,37,151
19578.0,37,169
4977.0,37,187
4996.0,37,043
125427.0,37,051
203987.0,37,081
16773.0,37,099
14697.0,37,139
45927.0,37,155
5620.0,37,173
400172.0,37,183
9521.0,37,007
18173.0,37,111
25381.0,37,069
4045.0,37,103
15921.0,37,113
56056.0,37,019
14567.0,37,175
19701.0,37,013
21580.0,37,047
32894.0,37,109
10195.0,37,123
53376.0,37,135
18380.0,37,153
23416.0,37,163
29153.0,37,171
6551.0,37,011
107479.0,37,021
72238.0,37,025
9145.0,37,033
16405.0,37,059
66653.0,37,057
21466.0,37,061
125953.0,37,063
8845.0,37,091
21894.0,37,105
95638.0,37,129
21740.0,37,141
48343.0,37,191
12922.0,37,165
21077.0,37,189
21017.0,37,083
64439.0,37,001
12524.0,38,089
3360.0,38,061
14320.0,38,105
2594.0,38,049
2248.0,38,005
13565.0,38,059
4608.0,38,079
4780.0,38,099
2992.0,38,009
5074.0,38,003
30502.0,38,035
4302.0,38,053
4334.0,38,055
39507.0,38,015
8908.0,38,093
4828.0,38,071
20212.0,39,159
10959.0,39,131
7705.0,39,125
341873.0,39,061
511447.0,39,049
24737.0,39,101
36631.0,39,157
43824.0,39,169
17829.0,39,015
139113.0,39,017
6223.0,39,067
23248.0,39,083
64035.0,39,089
48449.0,39,139
5140.0,39,163
11298.0,39,019
31937.0,39,063
78009.0,39,025
56339.0,39,045
15297.0,39,039
16772.0,39,071
10992.0,39,069
27428.0,39,081
61817.0,39,133
13327.0,39,137
25919.0,39,013
16528.0,39,027
11773.0,39,047
13500.0,39,127
19710.0,39,129
15013.0,39,097
33878.0,39,119
23574.0,39,143
11544.0,39,161
25197.0,39,167
18888.0,39,011
20861.0,39,037
18051.0,39,123
11678.0,39,065
12780.0,39,079
22935.0,39,077
22557.0,39,009
10673.0,39,001
69007.0,39,103
179930.0,39,095
5067.0,39,121
,72,021
,72,029
,72,045
,72,075
,72,083
,72,047
,72,095
,72,113
,72,135
,72,137
,72,147
,72,151
,72,003
,72,025
,72,041
,72,043
,72,051
,72,089
,72,019
,72,107
,72,129
,72,037
,72,039
,72,071
,72,073
,72,081
,72,127
,72,143
,72,093
21648.0,39,147
153460.0,39,151
14476.0,39,031
69985.0,39,041
35298.0,39,055
11286.0,39,073
96361.0,39,085
28802.0,39,141
540965.0,39,035
12342.0,39,075
41043.0,39,109
5745.0,39,111
85621.0,39,155
50589.0,39,173
20417.0,39,005
15512.0,40,083
252661.0,40,143
20455.0,40,147
4931.0,40,061
14724.0,40,111
18263.0,40,113
2371.0,40,067
23541.0,40,047
10447.0,40,049
17816.0,40,121
14278.0,40,123
7495.0,40,153
16665.0,40,021
16739.0,40,041
19857.0,40,051
30788.0,40,119
25917.0,40,125
26427.0,40,037
2807.0,40,141
4224.0,40,149
2195.0,40,033
3571.0,40,075
18261.0,40,079
12646.0,40,089
3123.0,40,093
15983.0,40,097
301570.0,40,109
10653.0,40,039
3268.0,40,085
7578.0,40,009
5971.0,40,023
9762.0,40,065
12763.0,40,081
6179.0,40,117
9317.0,40,133
3898.0,40,011
2227.0,40,029
5609.0,40,073
14428.0,40,087
6195.0,40,095
4515.0,40,103
4099.0,40,105
34755.0,40,131
15474.0,40,135
1870.0,40,003
3281.0,40,151
106172.0,40,027
3976.0,40,107
5284.0,40,005
10708.0,41,061
118038.0,41,047
45456.0,41,019
8094.0,41,031
30305.0,41,053
74397.0,41,017
47762.0,41,043
36808.0,41,071
6921.0,41,001
27886.0,41,035
21298.0,41,041
35718.0,41,003
9588.0,41,013
3244.0,41,025
10062.0,41,045
3214.0,41,063
4108.0,41,049
27025.0,41,011
10546.0,41,015
8600.0,41,027
3515.0,41,037
326229.0,41,051
22119.0,42,103
14794.0,42,109
17235.0,42,115
35164.0,42,039
110318.0,42,049
5989.0,42,057
9372.0,42,067
58749.0,42,107
10790.0,42,131
39345.0,42,001
28137.0,42,005
14690.0,42,035
26043.0,42,025
58201.0,42,027
39075.0,42,097
114185.0,42,095
22050.0,42,121
71167.0,42,007
87161.0,42,069
17147.0,42,083
54837.0,42,051
316206.0,42,091
31248.0,42,033
53579.0,42,075
45608.0,42,081
7404.0,42,093
17115.0,42,123
76502.0,42,019
14020.0,42,047
201620.0,42,071
46340.0,42,085
6480.0,42,105
16310.0,42,117
34777.0,44,005
237971.0,44,007
19217.0,44,001
67598.0,45,003
3365.0,45,005
9176.0,45,037
12653.0,45,023
15075.0,45,029
11600.0,45,067
113104.0,45,063
31978.0,45,073
76881.0,45,015
159195.0,45,019
25498.0,45,043
9613.0,45,069
76798.0,45,007
17900.0,45,025
27612.0,45,047
131143.0,45,051
24980.0,45,055
33060.0,45,075
116645.0,45,083
5334.0,45,009
71477.0,45,013
6179.0,45,017
11029.0,45,033
7094.0,45,081
151853.0,45,079
9191.0,45,039
6993.0,45,049
192975.0,45,045
33899.0,45,057
55351.0,45,035
52188.0,45,041
25563.0,45,059
3957.0,45,065
47934.0,45,077
11432.0,45,087
12686.0,45,089
3218.0,46,051
2356.0,46,123
2624.0,46,115
2536.0,46,009
12896.0,46,011
2986.0,46,047
2256.0,46,057
3876.0,46,033
2903.0,46,067
2258.0,46,129
2574.0,46,037
3873.0,46,109
19749.0,46,083
4700.0,46,079
11048.0,46,081
12075.0,46,029
4164.0,46,019
11027.0,46,093
3498.0,46,125
16305.0,46,013
2228.0,46,087
2640.0,46,101
44074.0,46,103
6619.0,46,127
9101.0,53,003
5973.0,53,001
24278.0,53,045
48493.0,53,057
17554.0,53,065
202811.0,53,063
4525.0,53,043
28384.0,53,007
14705.0,53,031
103913.0,53,035
882028.0,53,033
9279.0,53,049
5727.0,53,051
8252.0,53,055
4816.0,53,059
17999.0,53,075
83048.0,53,077
32958.0,53,009
41952.0,53,015
3060.0,53,019
30618.0,53,041
15263.0,53,017
34768.0,53,029
323296.0,53,053
26723.0,53,021
22646.0,53,071
86523.0,53,073
4607.0,54,023
9288.0,54,027
9805.0,54,009
2685.0,54,017
5674.0,54,031
22926.0,54,049
10501.0,54,059
12678.0,54,029
12308.0,54,051
10069.0,54,067
3142.0,54,093
3207.0,54,095
5562.0,54,087
6614.0,54,091
35488.0,54,107
2587.0,54,021
11034.0,54,053
5718.0,54,063
2835.0,54,073
39064.0,54,011
20891.0,54,037
13816.0,54,045
3174.0,54,071
27098.0,54,033
17193.0,54,069
2826.0,54,013
7185.0,54,065
31203.0,54,081
21613.0,54,079
6324.0,54,001
7607.0,54,047
15124.0,54,099
11334.0,54,035
25216.0,54,055
9713.0,54,097
3781.0,54,101
44221.0,54,003
17441.0,54,019
2898.0,55,051
12791.0,55,019
34182.0,55,109
16036.0,55,083
12625.0,55,069
22305.0,55,135
18907.0,55,005
7796.0,55,113
7979.0,55,047
6688.0,55,099
6648.0,55,077
18473.0,55,075
382175.0,55,079
2432.0,29,205
13575.0,29,225
2562.0,29,005
6547.0,29,013
7872.0,29,015
2333.0,29,035
3068.0,29,057
76974.0,55,101
70594.0,55,139
4008.0,55,041
15047.0,55,045
6376.0,55,107
17004.0,55,115
8612.0,55,067
73648.0,55,087
12071.0,55,123
24112.0,55,021
8341.0,55,061
105271.0,55,009
40981.0,55,035
15421.0,55,085
18450.0,55,095
7236.0,55,129
158808.0,55,133
40874.0,55,127
6654.0,55,023
10752.0,55,057
26222.0,55,111
54302.0,55,131
25601.0,55,017
222929.0,55,025
19011.0,55,031
8199.0,55,053
9850.0,55,049
35807.0,55,089
28675.0,55,097
64739.0,55,105
8614.0,55,119
9062.0,55,001
7057.0,55,007
17915.0,55,081
32332.0,55,141
6565.0,55,003
32965.0,55,055
17574.0,56,005
6908.0,56,023
32799.0,56,025
5378.0,56,009
15523.0,56,037
15727.0,47,177
53859.0,47,179
13640.0,47,183
6762.0,47,005
4894.0,47,007
16192.0,47,013
5488.0,47,015
2878.0,47,083
34688.0,47,119
18033.0,48,373
2547.0,48,391
20156.0,48,467
13460.0,48,055
5180.0,48,487
1694.0,48,317
5106.0,29,115
15878.0,29,091
19864.0,29,101
14112.0,29,105
3762.0,29,125
17981.0,29,161
39305.0,29,165
24898.0,29,187
141952.0,29,510
6763.0,29,003
16390.0,29,023
3503.0,29,033
3035.0,29,061
11565.0,29,127
5120.0,29,151
5059.0,29,181
12654.0,29,219
9231.0,29,221
31645.0,29,043
3807.0,29,063
3429.0,29,081
13050.0,29,107
9258.0,29,001
2128.0,29,211
2657.0,29,045
45759.0,29,097
3752.0,29,111
8259.0,29,119
7576.0,29,157
11712.0,29,167
8868.0,29,177
6369.0,30,041
2274.0,30,015
8122.0,30,053
7782.0,30,067
2366.0,30,005
2464.0,30,099
4163.0,30,035
14960.0,30,093
3761.0,30,095
4484.0,30,043
3570.0,30,057
3609.0,30,003
11802.0,30,047
27893.0,30,049
2103.0,30,073
66385.0,30,111
49313.0,30,063
2617.0,48,501
10933.0,48,189
9293.0,48,419
4963.0,48,387
3896.0,48,399
43314.0,48,451
32255.0,48,469
15199.0,48,481
48356.0,48,485
4715.0,48,315
16286.0,48,323
48454.0,48,181
3752.0,48,297
10255.0,48,363
4282.0,48,255
7048.0,48,123
5367.0,48,059
11934.0,48,067
45460.0,48,183
4269.0,48,313
113488.0,48,303
38015.0,48,257
14253.0,48,259
2271.0,48,153
2054.0,48,017
14069.0,48,071
122689.0,48,027
124605.0,48,061
6145.0,48,117
268310.0,48,141
2269.0,48,283
7100.0,48,457
2183.0,48,483
3452.0,48,009
4088.0,48,043
238345.0,48,215
77678.0,48,423
2146.0,48,207
11064.0,48,227
7800.0,48,337
8637.0,48,365
4311.0,48,403
2505.0,48,437
33189.0,48,231
4605.0,48,063
1838.0,48,195
54110.0,48,187
4105.0,48,077
1678.0,48,205
12992.0,48,217
8377.0,48,293
23757.0,48,347
3203.0,48,369
44263.0,48,367
17354.0,30,081
3386.0,30,105
34329.0,30,013
4912.0,30,027
2426.0,30,077
5036.0,30,089
43777.0,30,031
4524.0,30,009
3992.0,30,001
38773.0,30,029
5656.0,31,185
19062.0,31,019
3731.0,31,037
12947.0,31,141
2052.0,31,143
4743.0,31,013
2273.0,31,161
124324.0,31,109
218061.0,31,055
3704.0,31,147
4487.0,31,089
5157.0,31,151
2176.0,31,173
8185.0,31,177
2537.0,31,031
15261.0,31,053
2977.0,31,127
7404.0,31,043
2714.0,31,003
2539.0,31,035
4862.0,31,041
3713.0,31,081
3302.0,31,095
3882.0,31,101
8501.0,31,155
14732.0,31,157
14856.0,31,111
2543.0,48,377
15779.0,48,465
52530.0,48,135
1543.0,48,169
9011.0,48,185
341163.0,48,085
31035.0,48,005
73437.0,48,209
121523.0,48,039
15546.0,48,013
5407.0,48,353
3978.0,48,475
23292.0,48,203
9135.0,48,149
180160.0,48,491
6929.0,48,233
5117.0,48,343
31694.0,48,361
2619.0,48,495
1605368.0,48,201
16743.0,48,053
10694.0,48,171
928341.0,48,113
7307.0,48,503
57310.0,48,251
13424.0,48,223
3483.0,48,357
90054.0,48,309
6492.0,48,133
1626.0,48,247
198649.0,48,339
3148.0,48,127
74789.0,48,479
2532.0,48,069
10955.0,48,273
15351.0,48,097
2061.0,48,107
3511.0,48,131
4343.0,48,031
12936.0,48,241
92988.0,48,245
4728.0,48,279
3143.0,48,307
3022.0,31,139
2856.0,31,021
9945.0,31,025
3727.0,31,039
2352.0,31,051
23096.0,31,079
6510.0,31,131
4519.0,31,145
3506.0,31,027
3525.0,31,045
1809.0,31,097
4395.0,31,033
8965.0,31,047
2418.0,31,167
9940.0,32,001
20741.0,32,005
1948.0,32,027
6500.0,32,013
3516.0,32,033
18065.0,32,007
19088.0,32,023
783524.0,32,003
21189.0,32,019
30141.0,33,005
34727.0,33,009
121045.0,33,015
17328.0,33,019
161086.0,33,011
13768.0,33,007
21456.0,33,003
129936.0,34,021
50729.0,34,011
118193.0,34,035
226160.0,34,029
99850.0,34,001
285005.0,34,023
23933.0,34,033
40171.0,34,009
187383.0,34,007
190101.0,34,039
258591.0,34,017
47175.0,34,019
181884.0,34,027
20942.0,35,031
51001.0,35,043
11851.0,35,017
18548.0,35,009
6036.0,48,287
708252.0,48,439
16677.0,48,001
57307.0,48,139
4917.0,48,239
21403.0,48,265
9228.0,48,331
5487.0,48,093
5199.0,48,145
2120.0,48,047
11301.0,48,015
7450.0,48,089
22898.0,48,409
49389.0,48,381
2082.0,48,411
3571.0,48,507
7582.0,48,057
2727.0,48,175
2989.0,48,193
2382.0,48,335
10893.0,48,449
7826.0,48,285
4061.0,48,445
22369.0,48,497
13848.0,48,321
4656.0,48,371
33032.0,48,397
49868.0,48,441
21963.0,48,471
16510.0,48,499
9548.0,48,007
22322.0,48,099
6733.0,48,341
44380.0,48,375
3451.0,48,405
16188.0,48,427
14409.0,48,049
3965.0,48,159
4542.0,48,163
7807.0,48,281
11779.0,50,019
2956.0,50,013
66160.0,50,007
10546.0,50,015
18563.0,50,011
12434.0,50,005
18943.0,50,025
14581.0,50,003
14584.0,50,001
2740.0,50,009
21251.0,35,015
43387.0,35,045
3149.0,28,009
2928.0,28,037
8782.0,28,027
6629.0,28,061
24858.0,28,067
5601.0,28,147
13966.0,28,095
10783.0,28,115
6188.0,28,051
5218.0,28,005
39635.0,28,089
5846.0,28,013
9483.0,28,091
7635.0,28,141
7683.0,28,153
3925.0,28,041
12772.0,28,093
3027.0,28,119
21020.0,28,109
8105.0,28,079
10657.0,28,099
55909.0,28,121
17988.0,28,151
4849.0,28,077
4623.0,28,111
6476.0,28,017
3827.0,28,015
7592.0,28,039
8391.0,28,043
2448.0,28,063
8037.0,28,101
9145.0,28,117
3228.0,28,019
20036.0,28,045
8653.0,28,057
52423.0,28,059
9962.0,28,083
3930.0,28,143
2908.0,28,021
78104.0,28,047
29736.0,28,075
12699.0,28,085
9486.0,28,127
7269.0,28,159
6941.0,28,007
22116.0,28,073
32099.0,28,081
4369.0,28,135
5820.0,28,129
18235.0,28,149
6237.0,28,023
4539.0,28,097
17798.0,28,105
24828.0,50,023
4337.0,49,027
20478.0,49,045
57144.0,49,053
2643.0,49,025
14220.0,49,043
4191.0,49,019
9879.0,49,051
2282.0,49,001
17569.0,49,003
17015.0,49,021
8643.0,49,039
7364.0,49,041
83632.0,49,057
4311.0,49,037
374820.0,49,035
7829.0,49,007
3365.0,49,029
38393.0,49,005
3464.0,49,023
28920.0,51,095
10812.0,51,167
12686.0,51,173
18617.0,51,540
23071.0,51,031
128464.0,51,087
9202.0,51,099
5062.0,51,103
9149.0,51,105
3920.0,51,115
4603.0,51,119
11507.0,51,149
3069.0,51,159
8773.0,51,169
44436.0,51,177
6091.0,51,011
22997.0,51,067
2707.0,51,097
35685.0,51,121
7961.0,51,127
3975.0,51,049
5778.0,51,051
14158.0,51,083
128637.0,51,107
142000.0,51,153
6562.0,51,175
10946.0,51,033
14786.0,51,073
7755.0,51,141
10265.0,51,145
17402.0,51,171
24562.0,51,061
10597.0,51,790
9923.0,51,065
3782.0,28,155
14649.0,28,003
7618.0,28,025
6759.0,28,031
3186.0,28,053
112212.0,42,043
60438.0,42,055
14533.0,42,119
18841.0,42,127
19882.0,42,009
57098.0,42,089
16779.0,42,061
84948.0,42,125
601337.0,42,101
172421.0,42,133
33246.0,42,063
99804.0,42,041
541541.0,42,003
152283.0,42,129
1839.0,42,053
52126.0,42,013
37055.0,42,073
25021.0,42,015
56674.0,42,021
190980.0,42,029
154712.0,42,011
19043.0,42,087
7063.0,29,229
91238.0,29,047
6371.0,29,065
8272.0,29,195
3936.0,29,079
7588.0,29,141
2596.0,29,179
405984.0,29,189
12783.0,29,209
13645.0,29,009
70619.0,29,019
30154.0,29,051
9578.0,29,055
4074.0,29,093
5915.0,29,117
5436.0,29,135
6730.0,29,155
16033.0,29,159
3064.0,29,203
8626.0,29,175
12342.0,29,069
40943.0,29,071
3471.0,29,089
286601.0,29,095
10111.0,29,131
22272.0,29,213
33501.0,29,021
3639.0,29,025
5573.0,51,750
10490.0,51,840
13438.0,51,001
2297.0,51,045
6493.0,51,063
6910.0,51,071
6498.0,51,077
5446.0,51,135
2913.0,51,157
2896.0,51,036
17071.0,51,047
10401.0,51,053
7548.0,51,079
38987.0,51,085
4293.0,51,111
13679.0,51,137
2086.0,51,595
11983.0,51,197
84849.0,51,550
16723.0,51,660
41496.0,51,003
31317.0,51,019
5826.0,51,029
14925.0,51,195
2384.0,51,580
36370.0,51,740
170798.0,51,810
6600.0,51,005
2663.0,51,640
7923.0,51,193
5584.0,51,133
14533.0,51,155
14651.0,51,187
18293.0,51,590
10762.0,51,630
12160.0,51,009
9224.0,51,670
69835.0,51,700
31503.0,51,069
28273.0,51,680
25103.0,51,199
5532.0,51,690
6419.0,51,125
26267.0,51,143
2517.0,51,530
5493.0,51,610
13165.0,51,730
4593.0,51,735
8577.0,51,600
9193.0,51,820
41740.0,51,770
33774.0,51,800
88353.0,51,710
4954.0,51,007
124971.0,51,041
396501.0,51,059
17675.0,53,047
18347.0,53,037
39770.0,29,037
8177.0,29,049
6209.0,29,059
3976.0,29,085
19286.0,29,113
3702.0,29,137
22202.0,29,145
6589.0,29,163
146631.0,29,183
29594.0,29,031
21646.0,47,031
15596.0,47,047
2742.0,47,067
23135.0,47,073
6794.0,47,091
13548.0,47,103
9170.0,47,111
2592.0,47,127
25713.0,47,147
16326.0,47,051
50557.0,47,009
15089.0,47,021
23784.0,47,019
8959.0,47,057
11904.0,47,055
9675.0,47,097
15960.0,47,099
37944.0,47,113
11477.0,47,115
9140.0,47,133
2281.0,47,137
5764.0,47,181
77855.0,47,187
17029.0,47,003
27396.0,47,059
25801.0,47,035
2141.0,47,175
13281.0,47,025
8636.0,47,081
6763.0,47,085
31424.0,47,141
37210.0,47,155
5178.0,47,161
6060.0,47,023
4440.0,47,039
4566.0,47,087
10022.0,47,109
20901.0,47,145
40192.0,47,011
24456.0,47,063
7405.0,47,173
10137.0,47,071
19198.0,47,043
7625.0,47,129
17987.0,47,123
13394.0,47,079
5491.0,47,033
2243.0,47,095
187319.0,47,093
72121.0,53,005
174661.0,53,011
